proteinId,S1,S2,S3,S4,S5,S6
P22061,2517300,1980700,1759800,3596300,2444900,3394500
P22234,528960,766850,586080,373440,840290,1065700
P22314,15304000,10918000,12984000,18680000,10711000,22107000
P22392,5665800,8767500,6758600,7709200,6838300,8615300
P22626,154840000,90545000,67085000,61973000,46499000,69151000
P22694,2528700,2042800,1950200,1831500,2303200,2844200
P22695,4812400,1906100,6329000,11332000,11761000,15057000
P23246,4616100,1704700,134850,0,1326100,3146600
P23284,0,0,0,0,0,0
P23396,1582000,1609800,1963700,1499400,1888700,2585100
P23471,36472000,21634000,14428000,23685000,22065000,32093000
P23515,3480700,2709600,2132200,2388400,1528500,2263500
P23526,267080000,181190000,134910000,87596000,140200000,166820000
P23528,96230000,93533000,138000000,188520000,61144000,124490000
P23634,701730,0,878340,1249800,1097900,1507500
P23763,0,0,967510,854830,0,1134600
P24043,2832800,5429500,2056100,16700000,3667900,7760700
P24539,1839000,2937700,1879700,3856500,5945600,8096500
P24821,997420,1471500,541010,808410,0,0
P25311,2926000,1272800,2022600,2502000,1339900,4144700
P25686,3822300,4091400,4935000,4920300,1818100,4243500
P25705,60789000,54598000,54614000,58639000,100870000,115640000
P25786,562320000,369230000,352490000,382310000,403060000,461140000
P25787,111930000,100890000,108840000,134790000,140500000,171620000
P25788,380260000,179130000,348740000,227650000,297190000,390550000
P25789,334790000,212780000,231310000,196850000,253250000,346630000
P26038,19102000,42106000,20042000,23820000,18146000,32348000
P26373,47891000,34102000,28927000,42086000,54506000,64290000
P26641,1936700,1679100,1771500,2742900,3139700,4130000
P27105,90127000,105890000,59996000,62672000,105550000,95614000
P27338,1004000,1545900,1170500,1666700,1936500,11970000
P27348,10955000,8706900,10315000,10512000,6347300,8926700
P27361,3608900,4498200,4208100,4955900,3363200,2737100
P27449,655500,0,1674100,0,3836500,4984800
P27635,3833400,2151800,2016800,4996800,5281200,3558100
P27797,9099000,5380500,6967400,6313500,8027600,12578000
P27824,3379400,2519400,2138800,3142100,4066000,4614700
P28062,55056000,38164000,42070000,34371000,35041000,41575000
P28065,11933000,10660000,8001600,8718700,16226000,10777000
P28066,513400000,374650000,410430000,380980000,422660000,479210000
P28070,185390000,121370000,108350000,82622000,144510000,162900000
P28072,126450000,92800000,103370000,102070000,113180000,152860000
P28074,425670000,272840000,315950000,310180000,364880000,442750000
P28161,1887500,1949900,1813300,1519300,1509500,2131400
P28288,1242200,1380100,904390,1533500,2074400,2542700
P28331,2366800,2421900,2564300,3588600,8401400,7623200
P28482,3968600,5355500,4802500,6396800,12452000,25330000
P28838,293630000,291940000,259010000,194910000,227550000,259770000
P29033,0,0,0,0,0,0
P29218,4291600,6466100,5056700,5507600,3857600,6446700
P29401,336860000,390580000,103960000,254790000,213300000,243130000
P29966,8956300,5784700,4018600,7293600,2967600,8645400
P29972,38782000,28344000,48407000,8395200,2672700,20672000
P29992,5417900,5073600,6103600,6305500,3373600,6411000
P30041,14389000,18586000,9583900,15844000,13277000,15979000
P30044,11714000,6372500,8059200,11977000,6407400,15201000
P30046,489190,546750,0,1718700,1686600,2019100
P30048,6328400,4021500,5538400,6777100,11256000,10172000
P30049,1471900,1195500,1861800,3618100,0,5084000
P30084,23321000,17294000,9352100,18190000,9848500,14107000
P30086,122060000,115340000,123130000,110760000,128530000,195580000
P30101,368250,193660,261650,435950,679910,607820
P30153,6192100,4494400,5821500,4978400,6833000,6269800
P30519,907310,0,0,0,620460,0
P31040,7283500,3929100,5337700,4796200,4759000,10285000
P31146,3030100,2645600,559980,644680,1213200,3869900
P31150,88763000,72910000,123830000,115010000,67469000,120900000
P31153,0,0,0,0,1614500,0
P31323,447030,375050,385040,1462500,2169500,4584600
P31431,0,0,0,0,1007300,444290
P31930,7716500,6042500,5381400,6196200,12494000,12752000
P31939,1658900,498690,1368800,1392800,358270,1093000
P31942,2296500,2026300,947460,2129700,337040,1584300
P31943,5474800,1727400,2450400,3725500,4121100,3064600
P31944,1626200,931380,1044000,1458800,743680,2465400
P31946,33296000,24240000,29966000,28825000,32007000,55645000
P31947,3150500,2499500,2826900,2283400,2445200,4038200
P32119,18500000,13336000,16550000,21065000,24195000,57361000
P33176,8419400,15076000,9841500,11227000,11208000,11226000
P33947,588570,594190,566020,395250,582800,874350
P34932,0,0,1217000,0,664750,0
P35030,10864000,10589000,8548200,7030300,10713000,9344800
P35052,0,0,0,0,8209700,0
P35080,4189000,4791400,3920200,4006300,4211100,8115200
P35222,951460,700520,346280,719030,923070,1099500
P35232,2658000,2389400,4359300,4920000,8744500,12734000
P35237,3145000,3913600,1362900,2380800,2566100,5240400
P35241,690650,702520,3336700,2265700,128290,1562200
P35268,12897000,11209000,8926000,13165000,12636000,13925000
P35527,599080000,534870000,1063100000,918700000,641330000,2132600000
P35555,0,873160,832200,2238800,2461800,1445200
P35579,116010000,243330000,84125000,140890000,217520000,200780000
P35580,24389000,44909000,14785000,35969000,74259000,65576000
P35611,2901200,1797200,1360700,1968700,2246800,3751200
P35612,0,0,0,569800,534100,801070
P35625,7103500,3842800,372540,8025400,19578000,26334000
P35749,22891000,9814300,1209100,15775000,41857000,50718000
P35908,1335700000,753000000,891210000,1115800000,837790000,2882100000
P36542,9165900,9130100,6833400,11151000,16669000,16141000
P36543,3677800,3510900,4636400,5195400,7197600,9440500
P36578,42268000,28629000,22616000,35883000,50572000,44982000
P36871,2576500,4991400,4225100,5801000,6091700,5317800
P36873,550120,293810,405020,396090,290940,355620
P36957,3496800,2423200,3001800,3613200,4558900,6163500
P36969,862060,3232400,6161100,2490000,1684100,1611100
P37235,2587000,2317000,2943400,3247000,5499100,4904700
P37837,6952800,10368000,13780000,5607300,7570000,11393000
P37840,12685000,23625000,5988800,83077000,566440000,359380000
P38159,1841800,559750,160030,208520,236540,1050200
P38606,10026000,10660000,10202000,14263000,18922000,23877000
P38646,5730000,4146300,7058600,8590800,10499000,13163000
P38919,49543000,42103000,31953000,45699000,61881000,54378000
P39023,15003000,9908400,7967900,13699000,18563000,16367000
P39060,948300,715990,508570,5817800,5833600,5144700
P40227,3593100,3672800,3841000,3533000,1916100,4914400
P40306,1190400,750680,881370,789360,1143600,854700
P40429,20468000,12611000,15093000,23087000,22832000,25767000
P40925,151810000,136510000,137120000,114900000,99068000,179810000
P40926,209810000,138360000,142360000,184800000,265450000,264650000
P40939,41400000,61466000,19567000,37146000,58684000,46405000
P41218,624140,0,0,0,0,0
P41222,79778000,86866000,31206000,42935000,37721000,32639000
P41732,0,0,0,0,924960,605110
P42262,466220,0,0,728780,723870,906720
P42658,47485000,52266000,22408000,55559000,49767000,64969000
P42677,1152600,1088500,2560400,1322800,520320,2637200
P42765,32147000,28943000,2331500,22756000,20564000,34966000
P42766,45128000,30321000,25939000,43135000,40745000,47640000
P43003,6612500,4572300,4941800,4599000,9226100,17164000
P43004,11096000,6583700,12523000,5735200,10777000,26824000
P43007,854730,442770,386420,1112600,2726600,2997100
P43034,14623000,10997000,13860000,13227000,8735100,16718000
P43243,5178600,2237000,767350,1885700,1808500,2241900
P43304,18564000,14941000,11712000,17265000,16682000,20802000
P43487,841000,718250,787390,788590,1148600,0
P45381,9288900,6222000,14191000,7483800,2381200,8773400
P45880,24014000,19726000,15849000,19047000,21708000,39671000
P45974,5926400,3957200,4128100,5633600,5694800,5698700
P46459,46074000,42847000,33487000,37079000,43834000,58257000
P46776,61772000,46434000,40121000,56546000,54149000,71981000
P46777,3101200,4911700,17638000,17275000,31147000,34012000
P46778,35167000,32965000,25947000,41687000,57002000,81303000
P46779,13360000,7547700,8815700,15106000,9957600,27060000
P46781,35673000,30169000,23934000,37479000,49855000,53394000
P46782,950910,1102200,623870,1257400,1397500,1495400
P46783,467440,217240,435640,567330,524730,522230
P46821,21201000,23276000,25193000,24965000,27197000,34268000
P46940,1157000,1362000,1178100,1440000,3058300,2388900
P46976,4174400,56755000,25548000,67827000,70121000,95377000
P47755,1536100,1421800,1285800,1559500,2871500,3105700
P47756,1204300,3819300,1877600,4163200,3051200,8608900
P47870,11003000,7524100,3578900,9360300,11364000,14426000
P47914,29748000,15582000,11574000,18753000,13355000,21157000
P48047,16810000,7826600,9496800,13591000,19145000,19696000
P48426,8948200,6625900,5667800,8101000,3330800,6155400
P48506,0,315700,598250,436680,0,0
P48637,157720000,152360000,115350000,137540000,10094000,199940000
P48668,3523500,7050800,42607000,38106000,23006000,117130000
P48735,5788100,3922300,5699200,8605000,11174000,22908000
P49189,9324200,7000600,9843500,7661500,1704600,7672800
P49207,40996000,31751000,27990000,51360000,47634000,71282000
P49327,4108000,4101700,3106900,3016500,2641500,2875600
P49368,3992200,2669800,3847200,2947500,3313500,3004800
P49411,2910000,2399600,2712900,6241300,5894700,6657800
P49418,4307800,4660200,7821400,7767000,7465800,21703000
P49419,35294000,14451000,15963000,23107000,13850000,14616000
P49441,350670,199280,324000,398230,286600,280320
P49588,2721000,4739600,5584800,1157000,1281400,2049000
P49720,197750000,122640000,147110000,165200000,207620000,206350000
P49721,180590000,138880000,152960000,158970000,176770000,204160000
P49821,733330,563900,658220,1845100,1730900,4794100
P50148,24953000,23434000,31557000,24064000,12669000,20064000
P50213,2755200,1556900,5782600,4429500,6473600,12418000
P50395,24055000,16169000,20653000,24674000,12788000,16300000
P50570,8306400,7355800,6261800,3691600,6999500,9288300
P50897,12215000,12466000,15748000,24925000,26319000,23392000
P50914,29826000,19776000,25172000,39127000,60640000,55630000
P50990,4935000,4369700,5615600,5273000,5522700,6134900
P50991,2869100,3547300,3854900,5375900,3808600,3273400
P50993,14777000,15951000,11110000,18767000,23280000,36560000
P50995,668090,909290,403260,523030,1119600,967700
P51148,11025000,7776600,10281000,10378000,8156200,9883300
P51149,5341600,1672200,3853000,7367800,7563100,5355700
P51553,363260,447240,0,0,1077900,1013900
P51570,0,473770,0,892630,0,0
P51636,0,0,0,2886200,4237400,3764600
P51649,2017700,1790700,1595600,1778600,1948400,3093500
P51659,22524000,10771000,22002000,12279000,25149000,32142000
P51665,5858800,4660800,2840300,3551300,0,0
P51674,35412000,24824000,27360000,32006000,48394000,84888000
P51685,846260,757940,970990,917000,787740,1057200
P51888,10836000,49607000,9216900,16921000,16113000,17383000
P51970,1461300,1201400,1117900,1242300,2508200,2143200
P51991,65805000,27771000,19262000,22334000,20508000,32215000
P52272,6514700,4887200,2420400,10056000,3612300,6503400
P52306,2042600,4395900,4071000,4503000,2694600,5398100
P52565,18869000,16322000,21800000,18299000,16292000,27589000
P52597,386730,433700,154620,194200,174480,206080
P52758,2802700,2947900,6398100,2574600,3907800,8797800
P53396,793740,432030,1025700,952860,780060,1273300
P53420,140780,0,394580,2512300,1105200,1050700
P53597,0,1451300,0,863640,0,0
P53816,39138000,38871000,54383000,47719000,12424000,28489000
P54577,400470,285320,306540,330550,314800,370630
P54578,652300,757580,727970,685910,767440,2104200
P54652,191290000,162520000,248820000,208970000,120740000,191200000
P54727,0,0,0,0,0,932640
P54920,2753300,3268400,3437700,3832700,3137900,5525300
P55072,16443000,6838500,8318500,7707800,7030900,8522600
P55087,16935000,14563000,8535700,10890000,6048500,12671000
P55209,0,688550,587050,920370,0,0
P55268,38050000,34423000,32603000,145590000,70550000,79041000
P55290,449640,642400,584930,552360,1103900,1013000
P55769,0,0,0,0,0,0
P55786,24344000,21549000,26248000,21715000,24366000,39859000
P55809,2944700,3201200,2314400,5537500,6251700,8997100
P56134,3015900,3175900,2499500,3593000,7830000,5994500
P56199,592530,1338000,281150,2767100,355360,2444200
P56385,0,0,0,0,1732800,2774100
P56556,958230,584180,874810,1505900,1146300,1926300
P57088,2127600,2815000,1535800,2723100,3634700,3625500
P59666,0,0,4977900,78962000,0,952490
P59998,7799200,7531700,9500100,14464000,9747900,13852000
P60033,4592200,3920700,4535800,4928100,4942300,5354200
P60174,185520000,168950000,184730000,143710000,190420000,243080000
P60201,2906500000,4275200000,3180700000,4636400000,2193500000,2882800000
P60660,0,0,2401500,0,0,3763000
P60709,1492900000,1299300000,1495900000,1634700000,1148200000,1729700000
P60842,5918500,3087500,7579300,4692500,6090100,6916200
P60866,1945500,2068100,3181800,3693800,2411200,2752200
P60880,64544000,43181000,64369000,79267000,79889000,133090000
P60891,0,145390,0,856350,550700,0
P60900,555530000,383880000,432720000,444300000,466410000,599030000
P60953,1412000,1253800,1187600,1343000,1351000,1407600
P60981,22098000,26220000,33585000,31264000,27291000,39575000
P60983,1113100,1135600,1419900,1764900,2002700,2985500
P61018,565700,921700,743610,810820,872690,842240
P61019,5910700,4747500,8155300,6574400,8304100,9273200
P61020,0,0,288450,0,0,476180
P61026,34067000,34028000,54717000,51578000,24133000,51039000
P61088,1563600,1578600,1485300,1759600,1493700,1972500
P61106,6547800,6519300,8062000,8661100,9591400,13330000
P61160,1049500,2508200,2533500,3333800,1016000,6115400
P61163,8251900,7019400,12534000,11051000,6098500,9054800
P61204,11008000,5795700,9222600,5345800,11075000,10554000
P61224,1065400,995370,0,800810,868470,0
P61225,4082900,2730200,2761900,3700200,3968600,4434000
P61247,7023600,8105900,5845000,7354000,12423000,14207000
P61266,122290000,93634000,92264000,118690000,160980000,165030000
P61313,94135000,55670000,49911000,78365000,96445000,122710000
P61353,126750000,91732000,64745000,116010000,121380000,160130000
P61421,856720,2408200,1388700,1762300,9520900,3390500
P61513,0,0,615050,1764900,2218400,3748800
P61604,1043900,1713700,2686400,3366400,3374000,4533200
P61626,3577500,2591900,3507200,6931100,4237500,3092400
P61764,192180000,124560000,95396000,128490000,180960000,205840000
P61960,948160,629590,785080,675370,360600,766550
P61978,5032900,1811900,1327000,1201800,2013800,3628900
P61981,51435000,46112000,46128000,44008000,56205000,96755000
P62140,3801700,3784800,5178600,4807900,3997300,5346300
P62241,66889000,49357000,36572000,62278000,77526000,84637000
P62244,0,0,1126900,0,0,1148700
P62249,8224500,8436800,7594900,7244500,3183000,9883000
P62258,134440000,113020000,125120000,111630000,117800000,184580000
P62266,17152000,12345000,10652000,17707000,22660000,20944000
P62269,1705100,1547300,1596400,2171400,0,2565900
P62277,3265500,3565100,2907000,5358200,7667800,8344900
P62280,4165500,4627900,4642000,5503500,3689100,5532300
P62304,1329900,1068900,1466500,4992100,1925700,1569400
P62316,0,0,1019200,1386200,1290000,909800
P62318,6168900,7106800,10305000,11719000,4560000,6178500
P62424,79028000,51127000,45347000,76923000,95314000,92275000
P62491,5766600,4819900,5286400,4841300,5260200,8422200
P62701,10712000,11983000,8368700,14589000,23169000,31310000
P62736,50576000,16581000,0,58457000,40808000,37789000
P62745,3857500,3591500,3620400,2499700,1680800,3814900
P62750,77735000,68096000,52559000,85641000,79748000,101060000
P62753,91256000,49907000,38427000,78920000,69979000,91110000
P62760,26580000,18992000,23441000,17917000,29166000,35349000
P62805,350080000,434920000,312470000,523010000,507160000,345560000
P62820,0,0,230890,0,765970,1129300
P62826,17236000,27903000,24130000,27917000,40395000,34219000
P62834,9587800,9393400,10462000,11019000,7052500,10652000
P62841,211140,0,0,236880,2067200,263640
P62847,6118700,2764700,3233800,6381500,9348700,9716300
P62851,1537000,2960900,1500600,2925800,3821200,3099800
P62854,10948000,10435000,11051000,13745000,21364000,21333000
P62861,0,0,2178300,4377300,5181600,5568700
P62873,259870000,224200000,234910000,216870000,149370000,276150000
P62879,28437000,27978000,27203000,23713000,19649000,35937000
P62906,8248700,6772800,3069300,10899000,13708000,13581000
P62910,52199000,23751000,25612000,53579000,48325000,73294000
P62913,2846600,3862300,3274300,3945200,1716600,2950400
P62917,77314000,42977000,40380000,69444000,68933000,93134000
P62937,99285000,78186000,96943000,88781000,81709000,111040000
P62942,626570,1323200,3133700,2942400,3317400,4314600
P62979,1065200000,1311500000,1420600000,1222900000,749790000,1243200000
P62995,560850,0,440230,0,689520,0
P63000,33681000,34926000,24760000,30180000,29536000,35600000
P63010,8091300,7804000,7711500,9340100,12759000,16376000
P63027,21025000,14789000,18011000,28309000,34667000,47592000
P63092,16085000,14246000,16976000,16122000,13003000,18149000
P63096,20303000,20882000,19562000,17382000,12623000,18475000
P63098,1313700,2141900,1319900,1028200,1744800,2204900
P63104,103560000,82518000,92327000,103280000,123620000,182310000
P63151,2312600,1303300,4256100,3243400,2237200,2984500
P63241,2418700,2997000,3385900,2956000,4208300,5378500
P63261,921830,985370,1710500,2800400,3922900,4671800
P67775,6376100,6390900,7548300,6312300,6539800,9497300
P67936,1791800,3957000,1591900,535350,1270200,5080100
P68032,299830000,167630000,177780000,344930000,172810000,310340000
P68363,892000000,1038000000,981260000,838480000,979440000,1273900000
P68366,40610000,47323000,51650000,22903000,47933000,30320000
P68371,392810000,417420000,387060000,374680000,395190000,526560000
P68402,1511100,1203800,1734400,2431900,3529300,2749900
P68871,727130000,502630000,789890000,564100000,450090000,669420000
P69905,341530000,240190000,354170000,277110000,197850000,286770000
P78324,6213800,4480500,5505300,5515400,9753900,9664900
P78352,4517700,2341700,988280,1608000,3156000,4638900
P78357,76856000,76358000,49605000,54986000,32487000,38997000
P78371,1457500,2957800,4501300,3710400,2727800,4727000
P78417,4102000,4871300,7049000,4956600,5040900,5505800
P78527,465270,2802200,0,3526900,517140,857610
P78559,11396000,23884000,7398800,7956500,15003000,17424000
P80404,5842300,6378500,7671900,18747000,11650000,17811000
P80723,19149000,13451000,34778000,26140000,43611000,60022000
P83731,42014000,30017000,23626000,41033000,48279000,56391000
P84095,107320000,97067000,132750000,118220000,13155000,82536000
P84098,21284000,13725000,11327000,18511000,19271000,20873000
P98160,289530000,351330000,256020000,1356100000,496790000,651120000
P99999,5503700,3947300,8627800,8613800,7662600,9653300
Q00325,13657000,11975000,11204000,13358000,20487000,24483000
Q00577,1716100,1251200,1615000,711540,6083100,3494200
Q00604,0,19628000,0,1367600,2448200,0
Q00610,81061000,80885000,78641000,100830000,136080000,148800000
Q00839,33675000,23558000,9880100,15128000,17025000,12429000
Q01082,67654000,82718000,80501000,89888000,147910000,151870000
Q01469,7478600,5640000,2364300,9468700,7406000,9003800
Q01484,7049900,6108600,4607200,6133000,14792000,20194000
Q01518,5790600,5940400,6234300,6773600,3340400,10117000
Q01813,11937000,14674000,8654800,7298600,16127000,16311000
Q01814,4126200,2968100,2531600,1359500,4748000,4975000
Q01955,0,0,19932000,0,0,0
Q01995,3448900,1359400,591970,7540300,11625000,11356000
Q02252,1473700,1208000,390370,1340000,2191000,4155600
Q02413,9282600,7027800,10236000,9173100,8795100,20076000
Q02543,17756000,15986000,14641000,26921000,29580000,35575000
Q02750,1047200,879980,740210,0,1293100,1387200
Q02790,1950900,0,1128400,346150,1066800,2486500
Q02878,62019000,47128000,37268000,52707000,73329000,40462000
Q02880,771290,715850,288870,630600,821090,761530
Q02978,12614000,10309000,8991200,12141000,20286000,20674000
Q03001,13429000,7050000,7955300,5296700,3904300,6276300
Q03135,47757000,35967000,36376000,37633000,53910000,43983000
Q04609,96512,435090,859370,59173,0,0
Q04695,971960,340910,4642800,2806200,1939800,85860000
Q04760,13212000,18461000,17370000,13832000,13174000,18931000
Q04837,22081000,14425000,14176000,14381000,20003000,17881000
Q04917,23059000,14713000,9767500,15336000,14985000,27662000
Q05193,49255000,41585000,36446000,35653000,51368000,65373000
Q05469,9295500,8868300,10203000,9665800,1861900,3492000
Q05639,4016000,1870300,2855800,2208600,2773600,3493700
Q06830,87331000,94244000,80877000,75601000,73996000,124530000
Q07002,5972400,5982900,4174000,6533800,2541800,2329500
Q07020,136420000,88321000,67376000,130610000,130870000,156690000
Q07021,814380,314060,704790,256450,2504300,2355900
Q07890,0,0,0,0,0,0
Q07955,581880,252370,2550700,231660,329540,2149600
Q07960,739660,532180,757240,244450,1703300,2598600
Q08188,1940800,274710,394940,1560800,2227300,5546900
Q08209,206510000,207270000,262660000,196760000,86874000,175640000
